TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Other Theft,2022,2,8,16,27,8XX SEYMOUR ST,Central Business District,491359.5315,5458663.1174
Other Theft,2022,1,19,18,0,8XX TERMINAL AVE,Strathcona,493842.3651,5457511.9543
Other Theft,2022,3,24,16,0,8XX THURLOW ST,West End,490870.7094,5459057.9603
Other Theft,2022,2,7,12,0,8XX W 12TH AVE,Fairview,490964.0951,5456434.471
Other Theft,2022,1,16,1,37,8XX W 12TH AVE,Fairview,491033.3519,5456432.3053
Other Theft,2022,1,18,2,45,8XX W 12TH AVE,Fairview,491033.3519,5456432.3053
Other Theft,2022,3,31,8,6,8XX W 12TH AVE,Fairview,491033.3519,5456432.3053
Other Theft,2022,4,1,0,0,8XX W 12TH AVE,Fairview,491033.3519,5456432.3053
Other Theft,2022,1,1,12,0,8XX W 12TH AVE,Fairview,491118.4885,5456429.6431
Other Theft,2022,1,14,14,0,8XX W 6TH AVE,Fairview,490997.0014,5457022.9384
Other Theft,2022,2,5,19,0,8XX W 8TH AVE,Fairview,491045.9564,5456845.1627
Other Theft,2022,3,13,17,57,8XX W BROADWAY AVE,Fairview,490996.1962,5456744.7909
Other Theft,2022,3,5,18,30,8XX W BROADWAY AVE,Fairview,491128.1551,5456731.0548
Other Theft,2022,3,11,15,30,8XX W HASTINGS ST,Central Business District,491624.1082,5459282.7766
Other Theft,2022,1,8,8,0,8XX W PENDER ST,Central Business District,491499.2161,5459242.6241
Other Theft,2022,3,5,10,1,8XX W PENDER ST,Central Business District,491568.4396,5459176.2498
Other Theft,2022,1,7,12,0,9X E 1ST AVE,Mount Pleasant,492513.0093,5457498.9219
Other Theft,2022,3,8,15,0,9X KEEFER ST,Central Business District,492563.8341,5458511.4361
Other Theft,2022,1,11,18,58,9X SMITHE ST,Central Business District,491598.9399,5458205.0981
Other Theft,2022,2,14,21,30,9X SMITHE ST,Central Business District,491598.9399,5458205.0981
Other Theft,2022,1,15,1,15,9XX BEATTY ST,Central Business District,491494.1126,5458112.2576
Other Theft,2022,1,17,16,44,9XX BEATTY ST,Central Business District,491494.1126,5458112.2576
Other Theft,2022,1,29,13,20,9XX BURRARD ST,West End,490887.1516,5458782.3097
Other Theft,2022,3,2,18,0,9XX BURRARD ST,West End,490887.1516,5458782.3097
Other Theft,2022,3,16,18,51,9XX BURRARD ST,West End,490938.7233,5458832.2216
Other Theft,2022,1,11,10,30,9XX CAMBIE ST,Central Business District,491511.8393,5458269.1769
Other Theft,2022,3,6,20,10,9XX CANADA PL,Central Business District,491609.2906,5459492.6338
Other Theft,2022,1,1,0,39,9XX DAVIE ST,Central Business District,490670.4538,5458416.7328
Other Theft,2022,1,28,1,25,9XX DAVIE ST,Central Business District,490670.4538,5458416.7328
Other Theft,2022,4,2,0,0,9XX DAVIE ST,Central Business District,490670.4538,5458416.7328
Other Theft,2022,1,1,21,2,9XX DAVIE ST,Central Business District,490673.2497,5458413.9841
Other Theft,2022,1,13,9,26,9XX DENMAN ST,West End,489997.1689,5459704.382
Other Theft,2022,2,20,15,50,9XX DENMAN ST,West End,489999.978,5459707.1511
Other Theft,2022,2,20,17,40,9XX DENMAN ST,West End,489999.978,5459707.1511
Other Theft,2022,2,26,18,15,9XX DENMAN ST,West End,489999.978,5459707.1511
Other Theft,2022,2,27,9,45,9XX DENMAN ST,West End,489999.978,5459707.1511
Other Theft,2022,3,3,9,51,9XX DENMAN ST,West End,489999.978,5459707.1511
Other Theft,2022,1,31,12,20,9XX E 55TH AVE,Sunset,493789.5521,5451897.5058
Other Theft,2022,3,30,15,7,9XX E KING EDWARD AVE,Kensington-Cedar Cottage,493846.4951,5455089.0679
Other Theft,2022,1,23,3,0,9XX GRANVILLE ST,Central Business District,491060.5353,5458522.9052
Other Theft,2022,2,20,23,45,9XX GRANVILLE ST,Central Business District,491064.7466,5458527.0857
Other Theft,2022,3,6,4,0,9XX GRANVILLE ST,Central Business District,491065.1387,5458527.4744
Other Theft,2022,2,26,23,30,9XX GRANVILLE ST,Central Business District,491091.1917,5458553.3346
Other Theft,2022,3,24,0,30,9XX GRANVILLE ST,Central Business District,491100.0067,5458562.0843
Other Theft,2022,1,8,20,1,9XX GRANVILLE ST,Central Business District,491113.4743,5458575.4515
Other Theft,2022,3,14,5,5,9XX GRANVILLE ST,Central Business District,491128.486,5458577.4686
Other Theft,2022,1,23,0,30,9XX GRANVILLE ST,Central Business District,491132.8935,5458581.8434
Other Theft,2022,3,5,1,0,9XX GRANVILLE ST,Central Business District,491138.793,5458600.5824
Other Theft,2022,3,12,23,30,9XX GRANVILLE ST,Central Business District,491141.8781,5458603.6451
Other Theft,2022,3,27,2,30,9XX GRANVILLE ST,Central Business District,491141.8781,5458603.6451
Other Theft,2022,3,20,21,0,9XX GRANVILLE ST,Central Business District,491148.3198,5458597.1553
Other Theft,2022,2,19,0,1,9XX GRANVILLE ST,Central Business District,491170.5533,5458619.2235
Other Theft,2022,3,26,2,0,9XX GRANVILLE ST,Central Business District,491170.5533,5458619.2235
Other Theft,2022,3,18,21,33,9XX HORNBY ST,Central Business District,490984.4345,5458729.5653
Other Theft,2022,2,11,23,0,9XX HORNBY ST,Central Business District,491015.9418,5458760.5025
Other Theft,2022,2,1,16,30,9XX KINGSWAY AVE,Kensington-Cedar Cottage,493869.8527,5455700.2123
Other Theft,2022,2,16,21,0,9XX MAIN ST,Central Business District,492726.1583,5458199.6474
Other Theft,2022,2,19,13,24,9XX MAIN ST,Strathcona,492745.9214,5458192.9329
Other Theft,2022,4,3,12,24,9XX NELSON ST,Central Business District,490876.4816,5458675.5559
Other Theft,2022,2,3,13,0,9XX RICHARDS ST,Central Business District,491277.3697,5458444.3802
Other Theft,2022,3,19,17,35,9XX ROBSON ST,Central Business District,491087.3936,5458931.2578
Other Theft,2022,1,2,18,43,9XX ROBSON ST,Central Business District,491089.0072,5458929.7433
Other Theft,2022,1,5,19,46,9XX ROBSON ST,Central Business District,491089.0072,5458929.7433
Other Theft,2022,1,10,14,3,9XX ROBSON ST,Central Business District,491089.0072,5458929.7433
Other Theft,2022,1,10,14,30,9XX ROBSON ST,Central Business District,491089.0072,5458929.7433
Other Theft,2022,1,10,17,29,9XX ROBSON ST,Central Business District,491089.0072,5458929.7433
Other Theft,2022,1,18,19,18,9XX ROBSON ST,Central Business District,491089.0072,5458929.7433
Other Theft,2022,1,28,16,30,9XX ROBSON ST,Central Business District,491089.0072,5458929.7433
Other Theft,2022,2,1,12,5,9XX ROBSON ST,Central Business District,491089.0072,5458929.7433
Other Theft,2022,2,2,17,26,9XX ROBSON ST,Central Business District,491089.0072,5458929.7433
Other Theft,2022,2,7,14,16,9XX ROBSON ST,Central Business District,491089.0072,5458929.7433
Other Theft,2022,2,26,19,27,9XX ROBSON ST,Central Business District,491089.0072,5458929.7433
Other Theft,2022,2,28,13,36,9XX ROBSON ST,Central Business District,491089.0072,5458929.7433
Other Theft,2022,3,3,17,7,9XX ROBSON ST,Central Business District,491089.0072,5458929.7433
Other Theft,2022,3,3,17,41,9XX ROBSON ST,Central Business District,491089.0072,5458929.7433
Other Theft,2022,3,10,19,19,9XX ROBSON ST,Central Business District,491089.0072,5458929.7433
Other Theft,2022,3,12,18,9,9XX ROBSON ST,Central Business District,491089.0072,5458929.7433
Other Theft,2022,3,17,19,53,9XX ROBSON ST,Central Business District,491089.0072,5458929.7433
Other Theft,2022,3,18,14,12,9XX ROBSON ST,Central Business District,491089.0072,5458929.7433
Other Theft,2022,3,18,18,13,9XX ROBSON ST,Central Business District,491089.0072,5458929.7433
Other Theft,2022,3,20,10,10,9XX ROBSON ST,Central Business District,491089.0072,5458929.7433
Other Theft,2022,2,7,11,15,9XX ROBSON ST,Central Business District,491125.1907,5458895.7869
Other Theft,2022,3,7,15,10,9XX ROBSON ST,Central Business District,491126.8263,5458894.2521
Other Theft,2022,2,2,9,17,9XX SEYMOUR ST,Central Business District,491143.2551,5458445.5795
Other Theft,2022,3,16,8,37,9XX SEYMOUR ST,Central Business District,491143.2551,5458445.5795
Other Theft,2022,3,26,7,4,9XX SEYMOUR ST,Central Business District,491208.2714,5458510.421
Other Theft,2022,3,18,16,30,9XX SEYMOUR ST,Central Business District,491232.9693,5458547.9668
Other Theft,2022,4,7,17,40,9XX SEYMOUR ST,Central Business District,491235.2963,5458550.2872
Other Theft,2022,1,16,13,0,9XX SMITHE ST,Central Business District,490993.6098,5458790.7421
Other Theft,2022,3,8,8,31,9XX TERMINAL AVE,Strathcona,493902.9132,5457453.3292
Other Theft,2022,3,10,14,46,9XX TERMINAL AVE,Strathcona,493902.9132,5457453.3292
Other Theft,2022,3,13,8,48,9XX TERMINAL AVE,Strathcona,493902.9132,5457453.3292
Other Theft,2022,3,26,9,34,9XX TERMINAL AVE,Strathcona,493902.9132,5457453.3292
Other Theft,2022,3,29,12,25,9XX TERMINAL AVE,Strathcona,493902.9132,5457453.3292
Other Theft,2022,1,12,12,19,9XX TERMINAL AVE,Strathcona,493906.4997,5457452.474
Other Theft,2022,1,13,15,2,9XX TERMINAL AVE,Strathcona,493906.4997,5457452.474
Other Theft,2022,1,25,14,20,9XX TERMINAL AVE,Strathcona,493906.4997,5457452.474
Other Theft,2022,1,29,13,35,9XX TERMINAL AVE,Strathcona,493906.4997,5457452.474
Other Theft,2022,2,11,19,55,9XX TERMINAL AVE,Strathcona,493906.4997,5457452.474
Other Theft,2022,2,24,14,55,9XX TERMINAL AVE,Strathcona,493906.4997,5457452.474
Other Theft,2022,3,5,12,45,9XX TERMINAL AVE,Strathcona,493906.4997,5457452.474
Other Theft,2022,3,22,20,27,9XX TERMINAL AVE,Strathcona,493906.4997,5457452.474
Other Theft,2022,3,24,14,23,9XX TERMINAL AVE,Strathcona,493906.4997,5457452.474
Other Theft,2022,3,26,14,52,9XX TERMINAL AVE,Strathcona,493906.4997,5457452.474
Other Theft,2022,4,5,17,17,9XX TERMINAL AVE,Strathcona,493906.4997,5457452.474
Other Theft,2022,2,12,11,50,9XX W 10TH AVE,Fairview,490927.0819,5456629.6412
Other Theft,2022,3,17,15,53,9XX W 6TH AVE,Fairview,490865.5808,5457027.0475
Other Theft,2022,2,17,13,37,9XX W HASTINGS ST,Central Business District,491569.91,5459324.1267
Other Theft,2022,3,30,15,30,9XX W KING EDWARD AVE,South Cambie,490741.884,5455154.5457
Other Theft,2022,4,5,13,0,ABBOTT ST / EXPO BLVD,Central Business District,492170.872,5458437.7708
Other Theft,2022,3,12,16,30,ALBERNI ST / BURRARD ST,West End,491151.7655,5459036.2265
Other Theft,2022,2,21,3,0,ALBERNI ST / THURLOW ST,West End,491003.6115,5459185.0023
Other Theft,2022,1,5,8,18,ALEXANDER ST / GORE AVE,Strathcona,492884.8125,5459039.5913
Other Theft,2022,3,31,13,0,ANDERSON ST / JOHNSTON ST,Fairview,490178.7294,5457692.7106
Other Theft,2022,1,11,13,30,ARBUTUS ST / W 16TH AVE,Arbutus Ridge,488874.767,5456069.6543
Other Theft,2022,3,10,18,20,ATHLETES WAY / SALT ST,Mount Pleasant,492284.6069,5457646.8447
Other Theft,2022,1,6,10,30,BEATTY ST / W GEORGIA ST,Central Business District,491835.3334,5458445.4738
Other Theft,2022,3,28,8,0,BELMONT AVE / TOLMIE ST,West Point Grey,484595.8489,5457908.0452
Other Theft,2022,2,5,15,17,BURRARD ST / DRAKE ST,West End,490487.3209,5458372.8115
Other Theft,2022,1,9,13,10,BURRARD ST / DUNSMUIR ST,Central Business District,491317.4369,5459212.3574
Other Theft,2022,2,14,12,0,BURRARD ST / W 4TH AVE,Fairview,489404.7672,5457259.6245
Other Theft,2022,2,20,8,40,BURRARD ST / W 4TH AVE,Fairview,489404.7672,5457259.6245
Other Theft,2022,3,2,13,42,CAMBIE ST / W 49TH AVE,Oakridge,491506.6601,5452595.2974
Other Theft,2022,3,17,17,56,CAMBIE ST / W 6TH AVE,Fairview,491641.2667,5456986.1373
Other Theft,2022,1,27,14,30,CAMBIE ST / W 8TH AVE,Fairview,491641.6578,5456817.7806
Other Theft,2022,1,30,15,0,CAMBIE ST / W GEORGIA ST,Central Business District,491761.0361,5458513.5211
Other Theft,2022,4,5,23,40,CARDERO ST / W GEORGIA ST,West End,490503.4759,5459766.6684
Other Theft,2022,3,20,15,52,CARRALL ST / E HASTINGS ST,Central Business District,492412.3453,5458751.9902
Other Theft,2022,3,25,11,13,CARRALL ST / E HASTINGS ST,Central Business District,492412.3453,5458751.9902
Other Theft,2022,2,26,0,14,CLARK DR / E 8TH AVE,Grandview-Woodland,494359.3926,5456732.7141
Other Theft,2022,1,7,4,40,COLUMBIA ST / E CORDOVA ST,Central Business District,492565.3681,5458848.6444
Other Theft,2022,1,18,23,50,COLUMBIA ST / E CORDOVA ST,Central Business District,492565.3681,5458848.6444
Other Theft,2022,3,5,18,15,COLUMBIA ST / POWELL ST,Central Business District,492568.4772,5458948.1492
Other Theft,2022,3,31,16,32,COMMERCIAL DR / E 12TH AVE,Kensington-Cedar Cottage,494917.8313,5456315.9686
Other Theft,2022,1,28,23,50,COMMERCIAL DR / E BROADWAY AVE,Kensington-Cedar Cottage,494921.9032,5456620.4272
Other Theft,2022,1,31,8,57,COMMERCIAL DR / E BROADWAY AVE,Kensington-Cedar Cottage,494921.9032,5456620.4272
Other Theft,2022,2,12,21,21,COMMERCIAL DR / E BROADWAY AVE,Kensington-Cedar Cottage,494921.9032,5456620.4272
Other Theft,2022,3,22,20,8,COMMERCIAL DR / E BROADWAY AVE,Kensington-Cedar Cottage,494921.9034,5456620.4275
Other Theft,2022,2,4,10,40,COMMERCIAL DR / GRANDVIEW HWY N,Grandview-Woodland,494923.9672,5456775.6637
Other Theft,2022,1,24,15,56,CONTINENTAL ST / DRAKE ST,Central Business District,490661.7942,5458201.0881
Other Theft,2022,2,14,18,30,CROWLEY DR / JOYCE ST,Renfrew-Collingwood,497624.6545,5453858.0309
Other Theft,2022,3,1,12,30,DAVIE ST / DENMAN ST,West End,489686.5487,5459400.7087
Other Theft,2022,4,1,4,44,DAVIE ST / DENMAN ST,West End,489686.5487,5459400.7087
Other Theft,2022,2,25,13,0,DAVIE ST / HAMILTON ST,Central Business District,491077.4706,5458019.9442
Other Theft,2022,1,2,19,30,DAVIE ST / THURLOW ST,West End,490456.6507,5458633.7717
Other Theft,2022,3,15,8,0,DENMAN ST / W GEORGIA ST,West End,490276.8955,5459994.7654
Other Theft,2022,3,23,14,35,DUNDAS ST / N SLOCAN ST,Hastings-Sunrise,496413.076,5459114.7662
Other Theft,2022,1,3,19,54,E 10TH AVE / KINGSWAY AVE,Mount Pleasant,492821.0485,5456583.5353
Other Theft,2022,2,16,0,2,E 11TH AVE / MAIN ST,Mount Pleasant,492653.7889,5456488.0794
Other Theft,2022,3,11,6,0,E 1ST AVE / RUPERT ST,Hastings-Sunrise,497540.3138,5457420.1167
Other Theft,2022,4,4,18,30,E 29TH AVE / SLOCAN ST,Renfrew-Collingwood,496386.4661,5454650.8574
Other Theft,2022,1,31,18,2,E 41ST AVE / FRASER ST,Riley Park,493407.6951,5453341.8346
Other Theft,2022,1,27,17,15,E 41ST AVE / ST MARGARETS ST,Renfrew-Collingwood,495879.9297,5453339.4193
Other Theft,2022,2,18,12,0,E 51ST AVE / ONTARIO ST,Oakridge,492284.7639,5452341.4975
Other Theft,2022,2,11,14,22,E 61ST AVE / ROSS ST,Sunset,493943.9279,5451323.4557
Other Theft,2022,3,10,13,20,E BROADWAY AVE / FRASER ST,Mount Pleasant,493514.7984,5456639.1484
Other Theft,2022,2,6,19,10,E BROADWAY AVE / KINGSWAY AVE,Mount Pleasant,492749.521,5456683.8049
Other Theft,2022,2,24,15,0,E GEORGIA ST / MAIN ST,Strathcona,492743.2453,5458428.5255
Other Theft,2022,2,27,16,30,E GEORGIA ST / MAIN ST,Strathcona,492743.2456,5458428.5255
Other Theft,2022,2,25,12,0,E HASTINGS ST / MAIN ST,Strathcona,492749.7913,5458737.3828
Other Theft,2022,2,26,16,0,E HASTINGS ST / MAIN ST,Strathcona,492749.7913,5458737.3828
Other Theft,2022,3,2,15,37,E HASTINGS ST / MAIN ST,Strathcona,492749.7913,5458737.3828
Other Theft,2022,1,23,18,30,E HASTINGS ST / MCLEAN DR,Grandview-Woodland,494609.4772,5458731.1317
Other Theft,2022,2,17,16,0,E PENDER ST / MAIN ST,Strathcona,492748.7551,5458629.982
Other Theft,2022,2,15,17,15,EUCLID AVE / MCHARDY ST,Renfrew-Collingwood,497345.2028,5453867.8864
Other Theft,2022,3,13,14,0,FALSE CREEK,Fairview,491173.1528,5457478.067
Other Theft,2022,3,20,14,0,FALSE CREEK,Fairview,491173.1528,5457478.067
Other Theft,2022,3,28,16,0,FRANCES ST / VICTORIA DR,Grandview-Woodland,495228.8184,5458508.6963
Other Theft,2022,3,31,18,0,FRENCH ST / W 67TH AVE,Marpole,489866.346,5450906.3994
Other Theft,2022,3,19,21,30,GRANDVIEW HWY / RENFREW ST,Renfrew-Collingwood,496771.1179,5456159.731
Other Theft,2022,3,17,22,0,GRANVILLE ST / HELMCKEN ST,Central Business District,490936.8721,5458390.3175
Other Theft,2022,1,31,8,42,GRANVILLE ST / NELSON ST,Central Business District,491050.9499,5458506.949
Other Theft,2022,2,26,3,0,GRANVILLE ST / NELSON ST,Central Business District,491050.9499,5458506.949
Other Theft,2022,3,20,0,0,GRANVILLE ST / ROBSON ST,Central Business District,491285.8782,5458741.8428
Other Theft,2022,4,6,17,0,GRANVILLE ST / SMITHE ST,Central Business District,491170.9319,5458626.0415
Other Theft,2022,4,1,10,58,GRANVILLE ST / W GEORGIA ST,Central Business District,491408.2275,5458864.9388
Other Theft,2022,3,18,1,30,GRANVILLE ST / W HASTINGS ST,Central Business District,491720.698,5459179.6513
Other Theft,2022,3,31,17,38,GRANVILLE ST / W PENDER ST,Central Business District,491647.8257,5459106.3332
Other Theft,2022,2,21,17,30,HAMILTON ST / NELSON ST,Central Business District,491307.1931,5458252.3556
Other Theft,2022,2,5,19,30,HAMILTON ST / W HASTINGS ST,Central Business District,492002.8337,5458896.8149
Other Theft,2022,3,10,12,0,HELMCKEN ST / SEYMOUR ST,Central Business District,491008.8955,5458315.7704
Other Theft,2022,3,11,12,20,HOWE ST / NELSON ST,Central Business District,490978.3731,5458580.1292
Other Theft,2022,2,26,16,30,HOWE ST / W GEORGIA ST,Central Business District,491334.3343,5458937.8606
Other Theft,2022,2,15,5,47,HOWE ST / W PENDER ST,Central Business District,491575.3026,5459176.0034
Other Theft,2022,2,17,10,15,KEEFER ST / MAIN ST,Strathcona,492745.8377,5458530.0655
Other Theft,2022,2,7,18,31,KINGSWAY AVE / WESSEX ST,Renfrew-Collingwood,497519.6665,5453379.681
Other Theft,2022,1,31,11,30,MAIN ST / POWELL ST,Strathcona,492759.2545,5458942.4695
Other Theft,2022,3,19,18,18,MAIN ST / SE MARINE DR,Sunset,492554.4733,5450922.379
Other Theft,2022,2,4,21,0,MAIN ST / TERMINAL AVE,Mount Pleasant,492718.245,5457784.5797
Other Theft,2022,3,31,13,0,MANITOBA ST / W BROADWAY AVE,Mount Pleasant,492227.2927,5456703.8393
Other Theft,2022,3,8,10,0,ROBSON ST / THURLOW ST,West End,490920.4233,5459101.6054
Other Theft,2022,3,17,14,20,ROBSON ST / THURLOW ST,West End,490920.4233,5459101.6054
Other Theft,2022,3,30,18,2,ROBSON ST / THURLOW ST,West End,490920.4233,5459101.6054
Other Theft,2022,3,5,7,45,SASAMAT ST / W 14TH AVE,West Point Grey,484775.123,5456403.0444
Other Theft,2022,2,25,17,15,SEMLIN DR / WILLIAM ST,Grandview-Woodland,495377.2709,5457891.7386
Other Theft,2022,2,6,13,26,SEYMOUR ST / SMITHE ST,Central Business District,491242.0156,5458550.5317
Other Theft,2022,2,11,1,30,SEYMOUR ST / W PENDER ST,Central Business District,491721.6233,5459035.9169
Other Theft,2022,4,5,10,0,TRIMBLE ST / W 5TH AVE,West Point Grey,485019.266,5457279.2806
Other Theft,2022,1,3,18,30,W 41ST AVE / WEST BLVD,Arbutus Ridge,488676.8209,5453545.4778
Other Theft,2022,1,8,9,0,X ALEXANDER ST,Central Business District,492436.3905,5458968.3349
Other Theft,2022,3,18,1,30,X ALEXANDER ST,Central Business District,492445.4248,5458975.2139
Other Theft,2022,2,9,16,40,X ATHLETES WAY,Mount Pleasant,492386.3148,5457648.5346
Other Theft,2022,3,11,2,0,X FALSE CREEK,Fairview,491173.1528,5457478.067
Other Theft,2022,1,26,7,15,X KINGSWAY AVE,Mount Pleasant,492669.4602,5456863.0683
Other Theft,2022,2,6,11,0,X KINGSWAY AVE,Mount Pleasant,492670.4907,5456861.2704
